Title,Movie Info,Distributor,Release Date,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Movie Runtime,License,Release Year
The Ugly ,An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,Sony Pictures Entertainment (SPE),"February 26, 2009",88915214,232767386,321682600,comedy romance,1 hr 36 min,R,ruth
Percy Jackson & the Olympians: The Lightning ,A teenager discovers he's the descendant of a Greek god and sets out on an adventure to settle an on-going battle between the gods.,Twentieth Century Fox,"February 10, 2010",88768303,137728906,226497209,adventure family fantasy,1 hr 58 min,PG,hief
Failure to L,A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,Paramount Pictures,"March 9, 2006",88715192,41508966,130224158,comedy romance,1 hr 37 min,PG-13,unch
The Mu,A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,Walt Disney Studios Motion Pictures,"November 23, 2011",88631237,76553000,165184237,adventure comedy family musical,2 hr,PG,pets
Insid,"A police detective, a bank robber, and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.",Universal Pictures,"March 23, 2006",88513495,97490096,186003591,crime drama mystery thriller,2 hr 9 min,R, Man
Back to the Future Par,"Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is murdered.",Universal Pictures,"May 25, 1990",88277583,156800000,245077583,adventure comedy scifi western,1 hr 58 min,, III
Water,"In a future where the polar ice-caps have melted and Earth is almost entirely submerged, a mutated mariner fights starvation and outlaw ""smokers,"" and reluctantly helps a woman and a young girl try to find dry land.",Universal Pictures,"July 28, 1995",88246220,175972000,264218220,action adventure scifi,2 hr 15 min,PG-13,orld
Starsky & ,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",Warner Bros.,"March 5, 2004",88237754,82030996,170268750,comedy crime,1 hr 41 min,PG-13,utch
Along Came ,A buttoned-up newlywed finds his strictly organized life descend into chaos when he falls in love with an old classmate.,Universal Pictures,"January 16, 2004",88097164,90214565,178311729,comedy romance,1 hr 30 min,PG-13,olly
The Hand that Rocks the C,"After her humiliated husband kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against a woman and her family.",Walt Disney Studios Motion Pictures,,88036683,88036683,88036683,drama thriller,1 hr 50 min,,adle
Entra,An insurance agent is sent by her employer to track down and help capture an art thief.,Twentieth Century Fox,"April 30, 1999",87704396,124700000,212404396,action crime romance thriller,1 hr 53 min,PG-13,ment
Pete,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",Walt Disney Studios Motion Pictures,,87404651,87404651,87404651,adventure animation family fantasy musical,1 hr 17 min,, Pan
Pineapple Ex,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,Sony Pictures Entertainment (SPE),"August 6, 2008",87341380,14283463,101624843,action comedy crime,1 hr 51 min,R,ress
Miss Peregrine's Home for Peculiar Chi,"When Jacob (Asa Butterfield) discovers clues to a mystery that stretches across time, he finds Miss Peregrine's Home for Peculiar Children. But the danger deepens after he gets to know the residents and learns about their special powers.",Twentieth Century Fox,"September 28, 2016",87242834,209239612,296482446,adventure drama family fantasy thriller,2 hr 7 min,PG-13,dren
Si,Two sisters decide to throw one last house party before their parents sell their family home.,Universal Pictures,"December 18, 2015",87044645,17966408,105011053,comedy,1 hr 58 min,R,ters
S,A detective and his team must rescue 8 people trapped in a factory by the twisted serial killer known as Jigsaw.,Lionsgate,"October 28, 2005",87039965,60708540,147748505,horror mystery,1 hr 33 min,R,w II
The Naked Gun 2½: The Smell of,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,Paramount Pictures,"June 28, 1991",86930411,86930411,86930411,comedy crime,1 hr 25 min,,Fear
The Cam,An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.,Warner Bros.,,86907746,18000000,104907746,comedy,1 hr 25 min,,aign
The Accou,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities, and the body count starts to rise.",Warner Bros.,"October 13, 2016",86260045,68900000,155160045,action thriller,2 hr 8 min,R,tant
Dumb and Dumb,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",Universal Pictures,"November 12, 2014",86208010,83629000,169837010,comedy,1 hr 49 min,PG-13,r To
Cr,A live-action prequel feature film following a young Cruella de Vil.,Walt Disney Studios Motion Pictures,,86103234,147171578,233274812,adventure comedy crime drama,2 hr 14 min,,ella
The Emoji ,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji.",Sony Pictures Entertainment (SPE),"July 27, 2017",86089513,131687133,217776646,adventure animation comedy family fantasy scifi,1 hr 26 min,PG,ovie
Mean ,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",Paramount Pictures,"April 30, 2004",86058055,44068222,130126277,comedy,1 hr 37 min,PG-13,irls
,"A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",Sony Pictures Entertainment (SPE),"December 17, 2014",85911262,50942244,136853506,comedy drama family musical,1 hr 58 min,PG,nnie
Alvin and the Chipmunks: The Road,The Chipmunks believe that Dave plans to propose to his new girlfriend in Miami.--and dump them. They have three days to get to him and save themselves not only from losing Dave but also from gaining a terrible stepbrother.,Twentieth Century Fox,,85886987,148911649,234798636,adventure animation comedy family fantasy music musical,1 hr 32 min,,Chip
Spy Kids 2: Island of Lost D,"The Cortez siblings set out for a mysterious island, where they encounter a genetic scientist and a set of rival spy kids.",Dimension Films,"August 7, 2002",85846429,33876929,119723358,action adventure comedy family scifi,1 hr 40 min,PG,eams
Alita: Battle ,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",Twentieth Century Fox,"February 5, 2019",85838210,319142333,404980543,action adventure scifi thriller,2 hr 2 min,PG-13,ngel
,"A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",Sony Pictures Entertainment (SPE),"October 17, 2014",85817906,126004791,211822697,action drama war,2 hr 14 min,R,Fury
Pokémon: The First Movie - Mewtwo Strikes,"Scientists genetically create a new Pokémon, Mewtwo, but the results are horrific and disastrous.",Warner Bros.,"November 10, 1999",85744662,77900000,163644662,action adventure animation family fantasy scifi,1 hr 36 min,,Back
Real ,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.",Walt Disney Studios Motion Pictures,,85468508,213800000,299268508,action drama scifi sport,2 hr 7 min,,teel
The SpongeBob SquarePants ,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,Paramount Pictures,"November 19, 2004",85417988,55649139,141067127,adventure animation comedy family fantasy,1 hr 27 min,PG,ovie
Power Ra,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",Lionsgate,"March 22, 2017",85364450,56972790,142337240,action adventure fantasy scifi,2 hr 4 min,PG-13,gers
St,Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,Columbia Pictures,,85297000,85297000,85297000,comedy war,1 hr 46 min,,ipes
Anchorman: The Legend of Ron Bur,"Ron Burgundy is San Diego's top-rated newsman in the male-dominated broadcasting of the 1970s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",DreamWorks Distribution,"July 9, 2004",85288303,5421064,90709367,comedy,1 hr 34 min,PG-13,undy
A,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",Twentieth Century Fox,,85160248,45900000,131060248,action adventure scifi thriller,2 hr 17 min,,iens
Open S,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",Sony Pictures Entertainment (SPE),"September 29, 2006",85105259,115706430,200811689,adventure animation comedy drama family,1 hr 26 min,PG,ason
Green,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,Universal Pictures,"November 16, 2018",85080171,236672485,321752656,biography comedy drama music,2 hr 10 min,PG-13,Book
The Expendab,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",Lionsgate,"August 15, 2012",85028192,229947763,314975955,action adventure thriller,1 hr 43 min,R,es 2
Dangerous ,An ex-Marine turned teacher struggles to connect with her students in an inner city school.,Walt Disney Studios Motion Pictures,,84919401,94600000,179519401,biography drama,1 hr 39 min,,inds
Paranormal Activ,"After experiencing what they think are a series of ""break-ins"", a family sets up security cameras around their home, only to realize that the events unfolding before them are more sinister than they seem.",Paramount Pictures,"October 20, 2010",84752907,92759125,177512032,horror mystery,1 hr 31 min,R,ty 2
